,Review_text,Nouns
3818,Superb,
4201,Good,
6887,Battery life is below expectations.,"expectation,life,battery"
2859,Satisfied,
5660,"Good phone, nice battery life and worth for buying","phone,life,battery"
7337,It's getting heat not good,heat
6378,Very good,
6751,Awesome performance of op6,performance
4890,"It's ok but I was facing a little problem with software
Some time charging was not effective as it has to be","software,time,problem"
10277,Good,
1712,Just use it,
3219,Superb,
2626,A VFM product,"vfm,product"
7700,It was unbelivable,
2158,"The best in range.
Pure satisfaction, nothing else.
Best in class features.","range,nothe,cla,feature,satisfaction"
6624,Overall good though it has issues,issue
4971,"No one can beat this oneplus
Unbeatable speed
Super fast unlock fingerprint sensor
Amazing UI
KILLER camera Quality
Bst pricing
High end Build Quality","end,price,oneplu,fingerprint,spee,unlock,sensor,quality,killer,bst,camera,build,one"
9359,I heard very good about the phone. I request you to give a one plus 6 with any storage and features. youcan get more buyers when people see my video and like one plus 6. Thank you,"video,phone,storage,feature,buyer,person"
9578,Satisfied,
8618,Amazing phone,phone
2177,Ok,
635,"Liked display quality and overall built quality..
Battery life is quite short and could have been better...","display,life,battery,quality"
6668,Amazing Snaps and Blazing fast !!!,snap
7286,"I’ve read a lot of positive reviews about this phone - and they’re all true. Great camera quality and very elegant to look at. The screen size is great (similar to the iPhone X’s) and gives the phone screen a bigger feel.
I bought this as a gift for my father - he had a lesser priced mi phone - and this seems like such a wonderful upgrade of quality. Totally worth it - and it was on sale on amazon. So yay!! And perfect timing on the Delivery.. no issues with the service.","lot,delivery,sale,review,service,phone,amazon,issue,iphone,feel,quality,gift,camera,father,size,time,upgrade,screen"
234,Awesome product. Superb Camery quality. Can be easily compared with iphone.,"iphone,quality,product"
2010,Battery life good,"life,battery"
8814,"Awesome product
Should have included headphones though.","headphone,product"
9123,"I bought this phone from OnePlus.net, I have used OP3T & OP5T and now I am using OP6. I have no words to say, this phone have everything latest fast it is too good!! Don't wait Buy It..!!!","phone,word,everyth"
8460,Very good product,product
9833,Worth it,
9787,"Excellent buy, excited",buy
5732,No complaints about this product. Always goes beyond the imagination.,"imagination,product,complaint"
3929,Good quality,quality
6125,Excellent stuff,stuff
9027,It is good,
4164,Absolutely delighted. I've finally SETTLED.,
8418,Excellent features & value for money. No looking back..,"value,money,back,feature"
934,"The phone is an all rounder in all aspects except sound.
The sound is not loud enough rest the phone is best.","aspect,sound,rounder,rest,phone"
1035,"superb, awesome smart phone, undoubtedly the best at this price range. I'm just loving it.","phone,price,range"
2562,Display lighting is veryyyy bad,"display,light"
8886,Everything is good except for the battery life,"life,battery,everyth"
5647,"Everything is Awesome in #OnePlus6.
Camera Quality, Speed Performance & Design is killer.
Best Flagship Phone in This Price.","price,spee,phone,performance,flagship,quality,design,killer,camera,everyth"
6705,Why one plus 6 T.....🖕🖕🖕🖕🖕🖕,
535,Awso,
7731,Awesome product,product
5721,Love,love
1432,Super,
6782,Good phone,phone
949,Wonderful mobile.. I ever seen like this kind of mobiles,"mobile,kind"
9001,"Speed You Need, it's One Plus 6",spee
6198,"Op 6 is a good featured phone at an affordable price,but it’s build is not as good as promoted by the company. I bought it a few months back and the back glass broke without even dropping it .","price,month,back,phone,company,gla,build"
8315,All future is awesome,future
9167,I like everything about this phone but not the Bluetooth,"bluetooth,everyth,phone"
4239,All above mentioned features qualities are really excellent. I am satisfied with the product.,"qualitie,feature,product"
8933,Only smartphone which can compete with iphone,"iphone,smartphone"
9199,"Excellent phone to handle; quick and chirpy. Have been using Samsung edge 8 and earlier versions. One plus 6 can beat Samsung line up any day. Great performance for a user who need quick net surfing and, more importantly, no hang ups. I was sceptical but now a proud owner.","day,line,phone,version,edge,performance,owner,user,hang,surf"
6400,great product got at good discounted rate,"rate,product"
8030,But do,
6371,Suchaa piece,piece
6242,Sound quality,"sound,quality"
8076,Excellent mobile.Thank you Amazon,
7339,Very good mobile sound.too good .battery performed very well,mobile
7402,Nice phone,phone
3072,Phone is all over good.,phone
1705,Good product,product
5244,Good,
8051,"Excellent speed
Excellent battery stable
Quick charge 25 mins","spee,min,battery,stable,charge"
4227,"The best phone but the reason i gave 4 stars is i have been using iphone from a long time so it was quiet difficult for me to adjust to android.
Rather than that best phone","iphone,time,phone,star,reason"
2784,"I didn't like this phone. I am getting the issue related to it's battery. I didn't want to continue for this phone at all and wanna upgrade to the next version. The sound quality is also not that good, at the I time I bought it was perfect but now the sound quality is poor. Battery is draining too fast also on stopping numerous of apps and games. Also on time of playing some games I am struggled of it's battery and the phone is heated as of high. Sad to write this but this is a serious issue to me. Kindly help me. Thanks","time,thank,phone,version,issue,sound,quality,battery,wanna,game,app"
10212,Loved it. Awesome phone with amazing features. Go for it you won't regret.,"phone,feature"
7171,"Absolutely a best smart phone!!
Things are bundled in a phone which i was looking for!!
Good Camera
A very Good Processor - snapdragon 845, adreno 630 graphics and 6 GB of RAM its like a power house!
Classy look,
Superior Quality.
Love to do office work and playing games with a full day battery life.","snapdragon,graphic,ram,processor,work,office,look,phone,love,day,life,thing,quality,battery,camera,house,power,game"
8881,The os is very smooth and that is what I liked in the phone,phone
7439,Phone is very gud with decent Price I loved it,"phone,price"
7292,"Let's start with the entire purchasing experience.
With the much hype around I decided to invest 27k into this so called popular product.
1. Delivery -
One day delivery turned into a 3 day delivery and the courier guys asked me to come to my office on a Saturday to pick up the product.
2. Packaging -
The product box seemed as it has been bitten by dogs or tossed around multiple times before being handed over to me.
3. Dusty & Soiled outside
The entire outside bag was soiled & full of dust. Remember its an item with 35k value
4. Phone - Pictures
This phone comes to at par with the likes of POCO & HONOR made devices. I have done technical evaluation of the pictures and their data. Don't know why should someone pay 15 k more for the similar aspects.
5. Oxygen OS
This is to plain and simple and doesn't allow much customisation.
6. Speaker
External down firing speakers are average and doesn't seems that they are a part of 35k phone.
7. Battery drains very fast so you have to utilise your jumbo charger very often in a day, such a pain.
Moreover AMAZON says you can't post negative reviews about delivery and experience as per them that are least bothered about it.
Spend 20k on POCO and get relatively same specs and save your money for future add one.","customisation,office,future,purchase,spec,battery,charger,money,courier,speaker,like,picture,oxygen,device,delivery,day,honor,item,saturday,aspect,dog,fire,experience,time,dust,product,guy,value,review,part,package,hype,drain,pain,phone,par,amazon,bag,poco,box,someone,evaluation,datum"
3102,camera quality can be more better,"quality,camera"
7408,in every categories this phone is awesome its dash charging is blunder a massive phone this is ... and amazon created a lots of confusion while shipment but dilevered on time.. overall phkne js awesome and the quality is superb ... speed is beyond expectations and cameras are really best and depth sensing Is quite awesome,"depth,expectation,lot,spee,phkne,phone,category,confusion,dash,shipment,quality,camera,time,sense,charge"
9126,"Using More than a month, the best device I've ever used.
Value for money, and like what they say This is the Speed I need
Photo quality: you can see on my insta account user name- seedhesaadeyakshay
A bit disappointed with speakers but not a problem because everything else is just perfect.","device,value,photo,month,spee,everyth,insta,quality,money,problem,account,speaker,user,bite"
1010,Good,
9673,The phone is really doing well. It has met all the expectations.,"expectation,phone"
291,"I am not happy with its battery life, Asus had given me better results in battery life. Picture quality is good but not as they advertise on instagram.","life,instagram,asu,quality,battery,result,picture"
4315,"Superb performance, amazing battery","battery,performance"
3895,good mobile.,mobile
5475,"Camera picture quality nice.
Battery life super.
performance super.","life,performance,super,quality,battery,camera,picture"
2593,Nice,
1313,One of the best smart phones in this year and thanks to Amazon for 1 day delivery service in the peak season as well.,"delivery,thank,peak,day,service,phone,year,season"
8636,The perfect phone i had ever,phone
787,Speakers are not good... It's got some vibration while ringing... And Mobile also got hanging and misbehaving sometime,"vibration,speaker,mobile"
3108,Never settle... The tagline is appropriate for this phone. Worth every penny. good product for this price range. Kudos to One Plus.,"price,plu,kudo,phone,tagline,range,penny,product"
1017,Headphones not working properly,headphone
1239,"Just an average product, nothing extraordinary.","nothe,product"
1063,👍,
10233,Great product,product
6175,Best phone in camera and quality,"phone,quality,camera"
2366,"Very good camera, great display and Fantastic Battery back. And updates are always quick for One Plus phones. Worth every penny.","back,phone,battery,update,camera,display,penny"
6169,Good,
6217,Excellent mobile,mobile
1175,"I'm using this device since last 6 month. now I'm facing lot of problem with it like hanged, slow processing, call receiving, call dialing....pls spend this amount for a genuine product....MI note 5 pro is okay better than one plus 6.","device,lot,proces,month,amount,problem,dial,product,receive,note"
682,India's most sell phone...,"sell,phone"
9076,Best phone with good features in this price,"phone,price,feature"
7314,Phenomenal and fantabulous phone ....,phone
169,Good,
4557,Best premium quality phone.,"phone,quality"
6158,"I have purchased one n half month ago.. This is my first oneplus phone. Overall I am happy with it.
Camera 5/5
Speaker 4/5 because the place is at bottom. So sound quality is not as expected. Battery life is also not even 1 day if you are continuously using it with internet and chats etc.","internet,bottom,month,day,oneplu,phone,life,half,place,sound,quality,battery,camera,chat,speaker"
1857,And again oneplus has proven their worth. Absolute beast when coming in to the performance. I didn't encounter any lag or memory management issue. Picture quality is also decent after receiving few OTA updates. Don't need to bother about battery life when you have worlds second most fast charger with you. Sound quality is also decent. I would highly recommend this product.,"world,oneplu,management,life,worth,performance,issue,sound,memory,quality,battery,charger,lag,update,ota,beast,picture,product"
9952,Awesome,
6513,It is the best phone.,phone
2382,I want this phone will,"will,phone"
8163,It's one of the best phone I ever used excellent performance and very easy to use without any fear u can buy this product,"phone,fear,performance,product"
3334,Worst phone. Worst picture quality. Completely blurred each and every photo. Worst than Samsung j7. Updates are pathetic. Each update adding more problems.,"photo,phone,quality,problem,update,picture"
4850,Picture quality and sound is good,"sound,quality,picture"
9249,"Awesome phone, very good battery life No one issue in this phone but camena not good clarity compare to S8 and S9 otherwise very powerful phone","camena,phone,life,issue,clarity,battery"
860,Great product from one plus 6. Picture quality is great but low light could have been better. Otherwise a stellar product,"quality,picture,product,light"
4371,Price at higher end and looks wise not tht great when compared with one plus 5,"end,price"
10139,I'm in love with it..the memory..ram.camera..everything is just great ..one plus 6 is truly the best phone I have yet used.. I'm and will be recommending it to everyone,"phone,love,memory,everyone"
54,Just one word Ausome phone!!!,"ausome,phone,word"
8654,Superb,
4811,It's been a wonderful experience till now.. I have been a one plus user from Last 5 years now..,"experience,year,user"
7512,Phenomenal,
8232,amazing...... value of money,"value,money"
3975,Satisfied and in love with this product. Happy that I bought this product. Everything is great according to my point of view.,"point,love,product,view,everyth"
459,Worth for price. Good Sound. Camera awesome. Overall good.,"sound,price,camera"
2209,"Wonderful phone , in love with this phone and very happy with Amazon they delivered my phone within 24hrs.","phone,love,amazon"
5035,"Excellent is the word for the phone. However there is one issue, I purchased this phone during Great Indian festival a month back and there was an offer for free screen replacement and it was supposed to be mailed to me, I have not received any mail regarding the same, please do the needful","word,screen,month,back,phone,issue,offer,festival,mail,replacement"
5141,Best picture quality,"quality,picture"
746,I am facing a big time issue wid my phone battery it's drains in 6 hours itself so please give some solutions to resolve the issue,"hour,drain,phone,issue,battery,solution,time"
6234,Awesome phone,phone
7703,"Amazed with sceen unlocks. Sometimes you do not even see the lock screens.
Super fast.
2 days update - I must say that the audio quality of the device (for music) is below average. It's not even average. Connected even Sony's hi res 13k headphones and tested.
Needs a lot improvement for audio.
Reducing one more star","music,device,lot,headphone,lock,day,unlock,audio,quality,sony,star,update,improvement,screen"
7579,Superb,
8369,I like the product,product
2174,Good,
4627,"Best phone ever had,
powerfull and quick charging best seen so far
excellennt camera quality, better than earlier 1+
no lags, super performance","excellennt,phone,performance,quality,lag,camera,charge"
9095,"Poor quality, chinese product. The screen conked off within one and half year that too without any fall or physical damage. really sad. Not expected from a premium phone.","damage,fall,phone,year,quality,product,screen"
5985,Nice phone and performance is awesome .,"phone,performance"
803,"Nice
Pretty fast",
3299,The best value for money phone after poco f1.,"phone,value,money"
1615,"Superb Phone, Nice Product","phone,product"
935,Awesome,
411,Overall value for money.,"value,money"
3547,best,
2651,Best buy,
1286,Best,
3062,Very good phone in this range...,"phone,range"
1544,Nice product,product
10369,Good quality value for money mobile.i have no words to tell about this phone.because this awesome,"word,quality,value,money"
6022,Its good got the 8 gb ram model and its really good,"model,good,ram"
10227,"ONEPLUS 6 IS LOVE ❣️❣️❣️❣️❣️.
one bad thing of phone is 3300 mah battery . when u install pubg the battery drains very fast . But not mind because of dash charging my phone gives half and hours gameplay in 10 minute charge.","hour,gameplay,pubg,phone,love,half,dash,minute,battery,mah,charge"
8475,Compare to Apple it's very good & battery is very good & faster changed,battery
300,Best phone ever. Great picture quality and battery life. Could do better in sound.,"phone,life,sound,quality,battery,picture"
9611,Good,
6626,"camera quality is awesome  , i get wht i want , and overall phone is awesome , i love it","camera,phone,quality,wht"
5925,Its very very awesome,
8247,The beast,beast
4285,Best phone,phone
6828,Great phone.. good battery life.. smooth and fast and very good quality pictures,"life,phone,quality,battery,picture"
6436,good,
6609,Best phone to buy and use,phone
6719,Nice phone..,phone
684,"Anything you throw at this phone, it will handle like a breeze whether it's the high quality graphics demanding games or high RAM requiring apps. No lag, no stutter ever. Added to this is the awesome Sony camera in the rear, clicks some breathtaking pictures. Charges from 0 to 100% within 50 mins","graphic,min,ram,phone,stutter,quality,sony,rear,lag,camera,charge,breeze,game,picture,app,anythe"
7901,Good,
2995,Nice phone definitely value for money,"phone,value,money"
1567,Excellent except battery life,"life,battery"
6495,One plus has nailed it. A premium device with a flagship processor at not so premium price. Solid build quality.,"device,processor,price,plu,flagship,quality,build"
1604,Not great value fir money,"fir,value,money"
1438,Great mobile,mobile
2436,Yes,
5349,Except battery everything is awesome,"battery,everyth"
7479,"It have a 6gb ram but it running slowly after using one month of period apps also taking time to open.
One month back I buyed this one now I want to return this product Amazon is not selling good products and not giving at least one month of return policy wast","period,ram,policy,month,back,amazon,wast,return,one,time,product,app"
2573,superb!! Happy!!,
9401,Case back note received my acount,"acount,back,case,note"
3936,Awesome 4k 60fps video recording. Very very snappy. Got the 8gb 128 variant for 35k which was a steal..,"video,variant,record,steal"
4879,slow motion videos especially 720p @480 fps during low light conditions are pathetic...except that everything seems perfect...no lags so far and no other issues as well....Buy it...in just  few more bucks it is way better than poco or any other competitors...,"video,buck,motion,issue,competitor,lag,condition,everyth"
5247,One plus 6 please work on Android pie bugs,"pie,bug"
1874,good product but its prices goes down after one month of my purchase .,"price,product,month,purchase"
9064,Satisfied,
5379,Fantastic,
7780,In 4 months time there is dust in camera lens. Manufacturing defect in many phones,"len,month,phone,defect,camera,time,dust"
6830,Better than expected,
6749,Top picture quality,"quality,picture"
10130,Simply wow🤩,
401,Very good phone,phone
4110,Best phone ever,phone
2269,"Everyone knows Camera is the best of OnePlus 6, but interestingly it's battery backup is also superb which is not mentioned in any review. I am a normal android phone users with basic calls,WhatsApp,FB,camera,some other apps like OLA,UBER,SWIGGY etc...and in a single charge it usually ends with 2days. This is really amazing.","call,uber,ola,review,backup,oneplu,phone,camera,battery,everyone,whatsapp,user,app,charge"
1687,Too Good,
7532,Best phone,phone
6601,Nice phone,phone
6019,Excellent phone,phone
2762,"Great product.Speed,picture quality,battery life and even sound quality is good.Nice buy.","buy,sound,life,battery,quality"
1938,Awesome fast as u want,
1791,It's great,
4162,This phone has more features and better performance than what expected.,"phone,feature,performance"
5677,Excellent phone,phone
5769,"After so many amazing review for this phone , it wouldn’t justify if I am not posting my review for this phone . 😊 awesome level of experience you get once you start using this phone.what one can ask for in a phone  ,this phone has everything in it. Truly a masterpiece with class in itself.","review,phone,level,experience,cla,masterpiece,everyth"
11,i loved it,
2912,That phone is tremendously awesome,phone
6033,Good,
9198,Using one plus since past 3 years and love this non flagship phone i found the picture quality the best 👍💯 and m waiting for one plus 6t to come then i will shift to it from oneplus 5 to 6t just love oneplus company just one thing they should work upon their battery life a bit rest all is awesome,"oneplu,phone,life,flagship,quality,year,battery,company,picture,rest,bite"
933,Totally love it!,
7839,It's best mobile,mobile
10174,"I liked this mbl camera,video clarity and processor.. memory use and sound low..","video,processor,use,clarity,sound,memory,camera"
4552,Nothing,nothe
7921,Battery life should be increase.,"increase,life,battery"
8427,N-A,
1973,"Yes, I liked this product",product
34,Yet another masterpiece from one plus. Been using from 6 months now. Handled it very rough. Installed many apps and games. Using it heavily and havent noticed little lag or any problem so ever. No lag. Does justice to the caption. Speed you need. Had issues with amazon delivery. My first order was lost in transit. Then reordered from prime now with 2 hour delivery. Now glad we have offline retail stores. Need not to rely on Amazon when they are irresponsible and lose the 30k item in transit.,"caption,delivery,hour,plu,month,spee,amazon,item,issue,justice,order,store,problem,transit,lag,game,app,masterpiece"
3912,Good,
9044,It hangs a lot..,lot
1830,"I'm disappointed with Amazon as they for the second time they delivered it late. Their transportation service is messed up. The delivery guy was rude and acted like he did me a favour. He wasn't ready to accept my phone which cleared a test on Amazon app. The call centre guy had no info about the results.
Now let's talk about the phone. Over all it's a good phone but it defeats the purpose of a cell phone. It has design flaw. The call receiving speaker is so tiny that you can forget about using this phone for calling. Rest all is good.","flaw,guy,call,delivery,transportation,service,favour,speaker,amazon,phone,info,result,centre,design,cell,time,test,purpose,app"
9612,Battery life is very gud,"life,battery"
9110,Awesome,
8089,Good phone,phone
5132,ok,
6267,Amazing phone,phone
5812,Go bindly for it.....no need of 6t becz there are no major improvements,"improvement,becz"
9700,"Battery backup need to be improve
Rest things are good","battery,rest,thing,backup"
5113,Good product,product
6885,Good,
3918,Amazing phone worth every penny,"penny,worth,phone"
729,Sound quality is very bad got a damage and used product,"sound,quality,damage,product"
5007,"Good Speed, need improvement in camara specially when you zoom and click.
Rest Over All performance is great.","spee,improvement,performance,camara"
667,Good product,product
4431,I am in love with its features. I have been using Iphone for a long time now. But buying this phone is a great decision,"phone,love,feature,decision,iphone,time"
8459,"Camera is really good. When it comes to sound, for some reason the sound does not play for certain videos in prime videos. Battery intially was really nice intially, but gradually it has started coming down.","video,sound,battery,camera,reason"
9461,The speed you need ......indeed,spee
1809,No Cons,con
1284,Product is very nice but battery is draining very faster is there any replacement,"battery,product,replacement"
630,Just the perfect phone. Just what you need every step of the way.,"phone,step,way"
7984,Excellent,
157,Awesome phone at awesome price.,"phone,price"
10396,Great flagship phone is here best in class and design using it from last 3 months it's a kinda reputed thing to me..cheers to this beauty,"cheer,month,phone,flagship,beauty,cla,design"
8671,Verification of the most important,verification
7882,Love it !,
5753,Very Nice,
10297,Excellent product with a good battery backup.,"battery,product,backup"
9116,There is no stereo sound which is disheartening. Expected on screen finger print sensor.,"print,stereo,sound,finger,sensor,screen"
8861,Just one word Superb,word
7680,Overall good,
10098,Overall device  is good ...,device
1101,Perfect,
6100,Awesome phone,phone
9154,"After Pie Update Battery Life decreased.
Camera Performace is good. But Only issue is Front camera have Fixed Focus(People will get blurred in Group Slefie.)
Oneplus is gradually Increasing proce and one day they will join Samsung/Apple Club","performace,slefie,day,oneplu,life,issue,pie,front,apple,battery,camera,update,proce,group,club"
5293,Superb quality,quality
4092,"I'm facing problem with network issue
in a day I restart my phone 5 to 6  Time
Total waste of money","day,phone,issue,money,problem,waste,time,network"
547,Excellent,
3291,Nice one,
1502,"Being a flagship smartphone it should have quad hd display, sound quality not up to the mark and most important no delicate SD card slot rest all great.","card,mark,flagship,sound,quality,quad,slot,display,smartphone,rest"
3002,The phone has started hanging within one month of the purchase.Also there is a problem with the display.,"display,phone,problem,month"
8958,Incredible device,device
1480,Best phone ever.,phone
10179,Good,
6889,Perfect for the price and even beats any other phone in market when it comes to performance. Speakers r the best I have even heard on any phone.,"market,phone,speaker,price,performance"
8791,"very good,very fast mobile,premium look","mobile,premium,look"
6768,Worth for money spent . Excellent phone.,"phone,money"
1936,Good,
2742,Best smartphone I have been using one plus phones from last 4 years now started with one plus 2,"phone,year,smartphone"
8222,Battery us draning very quickly. I'm really disappointed,battery
6229,"It's been almost 6 months, works flawlessly and smooth.",month
3529,"I bought this for a friend the review below is hers -
Has a wonderful in hand experience. Love the user interface and it's quirks( alarm sounds, gesture controls etc.)  Multitasking is super fast. Picrure quality is fantastic. The  Battery and speakers could have been better. The charging adapter is very bulky. It's mine and I love it.","review,speaker,hand,quirk,interface,experience,picrure,sound,quality,battery,friend,gesture,adapter,alarm,user,control"
8050,Excellent,
1761,Single word awesome😍😍,word
1515,Very nice phone,phone
2080,"Best smartphone....one can opt...with reasonable prices. It's best in all fields may it be sound, picture or battery life !","price,field,life,sound,battery,picture,smartphone"
945,"Awesome phone just awesome
But it's bettery performance is not that good .
Camera quality, phone UI , speed , graphics during game play all are awesome","graphic,play,spee,phone,performance,quality,camera,game,bettery"
9436,Is very awesome mobile 2018,mobile
504,Excellent phone,phone
24,Best product in good price,"price,product"
4473,Very good quality nd product,"quality,product"
6058,"thisi s my review after using 3 days.phone is good.camera quality is good in daylight and ok in low light.
face unlock is bad,even it open for others after failing with  tap and swiping the screen.
battery life is ok not too good.one day max with minimum utilization.I could see there is 5% drop from night (10pm ) to morning  6am when it  is in night mode on.I am facing only incoming call drops(not in network area).I switched to my old phone & had no issue.
Lodged a complaint with oneplus,they said it is network  issue,raised a complaint with airtel.waiting for feedback from them","life,face,night,max,battery,other,feedback,screen,call,day,issue,quality,review,drop,unlock,daylight,network,oneplu,morn,mode,phone,tap,light,complaint"
3307,Go for it if you are looking for a budget phone with features of Samsung Flagship Phones,"flagship,phone,feature,budget"
8615,Liked everything....!,everyth
9698,Nice product with Rich features.,"feature,product"
5222,Awesome,
6867,Nice phone no compare with any phone,"phone,compare"
7580,"No doubt a super smart phone, with amazing price from Amazon the Great Indian sale.
The dash charging makes my phone charge 0-100 in nearly 70 mins
Camera is the best
Unlocks in a flash
Soft case is decent
SD 845 superfast processor
Overall 10/10","flash,min,processor,price,sale,phone,amazon,unlock,dash,case,camera,charge"
8926,Super phone! Loving it! New android OS update is awesome,"phone,android,update"
5654,"Thanks Amazon for delivery within 24 hrs after placing order. I got 64GB variant in great indian sale at 26k and I m happy with the OnePlus 6.
OnePlus is launching 6T so strategically are not selling 64GB variant.
Everything about this phone is best in the market. .Camera quality is like dslr camera. Enough details after zooming out.
.Charge phone up to 100% within 30min.
.No lag","detail,delivery,thank,sale,oneplu,variant,phone,market,dslr,quality,order,camera,everyth"
6235,Good phone... If ur budget is high go for it... Only cons is no front flash,"flash,phone,con,front,budget"
8627,Good phone amazing specs,"phone,spec"
8549,Best phone ever....,phone
5756,Good,
6325,EVERYTHING,everyth
2307,Battery life,"life,battery"
9607,Excellent phone,phone
2049,Great!,
8043,Loved the performance,performance
9036,Amazing,
1371,Good,
8405,Nice,
10436,Picture quality is best,"quality,picture"
5879,Amazing amazing amazing,
6209,"Excellent picture quality,
Great battery back up,
Good sound","sound,quality,picture,battery,back"
5330,Great,
586,Satisfied with over all,
9237,Excellent phone,phone
1633,"In love with oxygen os, it's like 90% of stock android, makes the device faster and smoother.","device,oxygen,love,stock,android"
1901,This phone is very good and built quality is nice. Specifications are also very great and Camera looks very clear while taking pictures and pose. Really love this phone.,"phone,quality,specification,picture,camera"
2521,"Whole phone quality was awesome,There were some issues with camera,Need to fix bugs.","camera,phone,quality,issue,bug"
2741,Good,
1019,I love my One plus.,"plu,one"
951,"Dream phone in this price segment.
Using from 6months and have not faced a minor issue till now.
Built is quite good as I've dropped the phone many times but not a single scratch visible.
Camera : 9/10
Battery : 7/10
Charging : 10/10
Built : 10/10
Display : 9/10
Cellular Connectivity : 10/10
Performance : 10/10
UI : 10/10","segment,connectivity,price,display,phone,performance,issue,scratch,battery,dream,camera,time"
2248,Awesome product awesome performance,"product,performance"
7994,"Lets talk aboutbthe bad first. The speaker situation is pitiful and so is the vibration motor. But the crisp display, blazing fast performance and the general premium feel of the phone far outweigh the cons. I am simply loving the experience!","con,motor,premium,situation,phone,performance,experience,vibration,feel,display,speaker,let"
4172,Really duplicate product,product
6864,Good picture quality and sound,"sound,quality,picture"
4540,All over the device is good and can beat and other brands in performance level.,"device,brand,level,performance"
7002,Good,
5456,Battery is gud but not best I'm expecting battery to loose quickly as Mobile gets older.,"mobile,battery"
6317,Best phone,phone
5563,"Best mobile in this range.
I was using iPhone 6 for past few years. Now I wanted a dual sim mobile and after going through many reviews and ratings this one seemed to be the best in my budget. Now I've been using this mobile for more than a week.
The battery stays for whole days use for a normal web users like me. Even if you use continuously for long hours, no worry you've dash charging which works too good. The camera quality is also good.  As the caption says the speed is also really fast. And speaker, thought the sound is not great, it is not bad either.
For those who are confused between 64 GB and 128 GB variant I would recommend normal users like those who use FB, instagram and very rare games, taking pictures once in a while go 64 GB, it is fine. If you're a heavy user, you download a lot, store lot of movies, store pictures for a long time can't transfer them to laptop or hard disk regularly (atleast 15 days once) only then opt for 128GB.
Drawback I felt is it is slightly over priced with no headphones and wide angle camera but as a overall product it is a value for money deal except that.","headphone,hour,angle,spee,disk,battery,store,money,rating,speaker,picture,one,caption,day,budget,sim,quality,worry,time,game,product,lot,value,review,week,drawback,sound,camera,user,web,while,variant,mobile,instagram,dash,iphone,year,range,movi,deal,charge"
757,Super Mobile,mobile
1742,Need to improve on camera picture quality,"quality,picture,camera"
8932,Product was too goood thanks a lot and fast delivery .,"lot,delivery,thank,product,goood"
3698,It's been close to 6 months now that I have bought this phone..feels like an overhyped phone..with limited features..the battery has started draining after 10 hrs now..sumthing that I had experienced in my earlier android phones..my suggestion buy this phone only if u have extra money..or else go for any of the redmi phones..atleast they will not burn a hole in your pocket.,"month,suggestion,phone,feature,redmi,battery,money,hole,pocket"
6900,Best Phone so far! I gifted it to my elder brother and he is more than satisfied,"phone,brother"
1490,Nothing to dislike,nothe
4827,"Poor battery life and heating. Issue in phone
Amazon cheated on replacement highly unsatisfactory!!","heat,amazon,life,phone,issue,battery,replacement"
3611,Nice,
4710,Very good excellent,
8564,"The speed u need, really work",spee
8409,Nothing,nothe
3743,Best phone I have ever used,phone
7484,"Best flagship killer
No words to describe it
Awesome battery backup
Camera is one of the best in recent years","word,backup,flagship,year,battery,killer,camera"
5831,Super phone.awsome xperiance.camera clarity awsome.,clarity
9827,"It's very light and very fast. Got a good deal with exchange, otherwise pricey","deal,exchange"
2861,"The product is absolutely good. Camera, screen, sound, battery, process all fine. The thing is cost become more compare with Ram and memory.","ram,compare,sound,memory,battery,camera,product,screen"
2434,"Good ,.not best",
8061,Amazing,
2609,It's lit 💯 then 6t,
4761,Amazing product! After 2 months of usage i am very satisfied with One Plus 6!,"usage,product,month"
1319,Great,
3737,Very nice & Premium Phone,phone
8454,Pubg graphics are the best... THE SPEED YOU NEED😍...,"spee,graphic,pubg"
8580,Perfect camera,camera
7554,"Pros:
Snapdragon 845 + Oxygen OS + Android Pie stable version = Lightning speed performance.
Face and fingerprint unlock are very fast.
Stunning design and looks.
Camera more than satisfactory for my requirements.
Cons:
Having used Lenovo K4 Note previously, which had stereo speakers with Dolby Atmos audio enhancement, OnePlus 6 seems a bit downgrade in that respect.
Overall:
With amazon, SBI and exchange offers, I got the 8 GB/128 GB model for under 30k.  Don't think I could do any better with that budget than this beast.","snapdragon,pro,spee,atmo,face,lightne,pie,design,sbi,speaker,oxygen,requirement,lenovo,audio,model,budget,respect,beast,bite,con,exchange,fingerprint,performance,unlock,offer,camera,oneplu,enhancement,version,amazon,note"
6638,Battery,battery
7714,"Everything is fine, except one plus launcher as after updation to Andriod P it creates some small problems.
SOMETIMES M NOT ABLE TO SET WALLPAPERS.
Rest Excellent Handset.
Would be happy if they were providing Earphones with it","wallpaper,earphone,handset,launcher,updation,problem,rest,everyth"
6233,Bought this phone during the sale but didn't got 1 year damage protection this was very much disappointing contacted CC still no response.😔😔,"damage,sale,protection,phone,response,year"
8173,Awesome !!,
1349,Very good,
9852,...The speed you need...,spee
4248,My phone says it is MUTED....  I'm not able to increase the ring tone.... Unable to make any changes in settings in regards to this....  My phone does not ring or vibrate on incoming calls or messages.... Kindly help.... Urgent !!,"regard,call,change,message,phone,setting,tone"
2574,Good mobile... battery should be increase...Value for money mobile.....,"increase,mobile,money,value,battery"
253,"Everything is good except face recognition.
It gets unlocked against anyone's face.","anyone,face,recognition,everyth"
4666,Battery life,"life,battery"
